loss,accuracy,val_loss,val_accuracy
0.3083585500717163,0.8892350792884827,0.8735284805297852,0.8333333134651184
0.07118351757526398,0.9777867197990417,0.35079696774482727,0.8848631381988525
0.04078458622097969,0.986832857131958,0.22284016013145447,0.9098228812217712
0.030141517519950867,0.990652322769165,0.22933773696422577,0.9323671460151672
0.03272786736488342,0.9884410500526428,0.07332079112529755,0.9726247787475586
0.019243501126766205,0.9939692616462708,0.02350687049329281,0.9927536249160767
0.021445125341415405,0.993165135383606,0.030542954802513123,0.9822866320610046
0.023236194625496864,0.9929640889167786,0.18647387623786926,0.9275362491607666
0.014834613539278507,0.9954769611358643,0.004642309620976448,0.998389720916748
0.011577640660107136,0.9958789944648743,0.009154699742794037,0.9975845217704773
0.015581945888698101,0.9959794878959656,0.003692043013870716,0.999194860458374
0.008575759828090668,0.9970851540565491,0.005568029824644327,0.999194860458374
0.012484408915042877,0.996582567691803,0.08359996974468231,0.9830917716026306
0.057670917361974716,0.983415424823761,0.05312342569231987,0.9822866320610046
0.008715867064893246,0.9970851540565491,0.01998496986925602,0.9911433458328247
