loss,accuracy,val_loss,val_accuracy
0.36343181133270264,0.8729520440101624,1.3662513494491577,0.6626409292221069
0.10860104858875275,0.9633129239082336,0.31741830706596375,0.9122382998466492
0.07613354921340942,0.974469780921936,0.8676745891571045,0.7842190265655518
0.041565995663404465,0.987636923789978,0.16332857310771942,0.9412238597869873
0.03868838772177696,0.9878379702568054,0.04498395323753357,0.9855072498321533
0.02729773335158825,0.9920595288276672,0.09568903595209122,0.9702093601226807
0.025112809613347054,0.9922605156898499,0.027567990124225616,0.9935587644577026
0.016174837946891785,0.9951754212379456,0.21628965437412262,0.9275362491607666
0.0416080467402935,0.9875364303588867,0.06187602877616882,0.97826087474823
0.011930867098271847,0.9967836141586304,0.004522157367318869,0.998389720916748
0.018309786915779114,0.9943712949752808,0.12372042238712311,0.967793881893158
0.020843571051955223,0.992763102054596,0.09023787081241608,0.9758453965187073
0.015379332937300205,0.9945723414421082,0.09550140053033829,0.966183602809906
